cmpdiupacname,rotbonds,hbonddonor,mf,cid,complexity,mw,heavycnt,cmpdname,polararea,cmpdinchikey,hbondacc,xlogp
"5-methyl-3H-imidazo[4,5-f]quinoline",0,1,C11H9N3,45078081,219,183.209,14,ZINC95922448,41.6,FZZNXSZPVIEADY-UHFFFAOYSA-N,2,0.002
2-(4-phenyl-1H-imidazol-5-yl)acetonitrile,2,1,C11H9N3,19860549,224,183.209,14,SCHEMBL7445162,52.5,GAGFXFQLYGCTEP-UHFFFAOYSA-N,2,0.001
3H-benzo[e]benzimidazol-9-amine,0,2,C11H9N3,12367775,219,183.209,14,"1H-Naphth[1,2-d]imidazol-9-amine",54.7,KBRFRVICYFEYPT-UHFFFAOYSA-N,2,0.002
"7-methyl-3H-imidazo[4,5-f]quinoline",0,1,C11H9N3,13248782,219,183.209,14,SCHEMBL15861669,41.6,NOBZXRYZFOWWHC-UHFFFAOYSA-N,2,0.002
"4-methyl-3H-imidazo[4,5-c]quinoline",0,1,C11H9N3,14290005,219,183.209,14,SCHEMBL5528653,41.6,QAHHBCJMFQXXCO-UHFFFAOYSA-N,2,0.002
6-pyrrol-1-yl-1H-benzimidazole,1,1,C11H9N3,35754412,201,183.209,14,SCHEMBL9073159,33.6,BNEMFFIJBVHSRK-UHFFFAOYSA-N,1,2.2
2-(1H-imidazol-5-yl)-1H-indole,1,2,C11H9N3,15378842,207,183.209,14,SCHEMBL1908440,44.5,UAWXRJPBGZDMHL-UHFFFAOYSA-N,1,0.001
2-(1H-imidazol-5-ylmethylamino)ethylurea,5,4,C7H13N5O,83109791,163,183.211,13,AKOS021431202,95.8,VTKSKWRTUPSLLV-UHFFFAOYSA-N,3,-0.001
(3S)-3-amino-4-(1H-imidazol-5-yl)-2-oxobutanethial,4,2,C7H9N3OS,89952381,186,183.23,12,SCHEMBL15451407,104,UNIGRBFEGRRUKY-LURJTMIESA-N,4,0
[3-[2-(1H-imidazol-5-yl)ethylamino]-3-oxopropyl]azanium,5,3,C8H15N4O+,6951075,162,183.23,13,AC1OCV1Y,85.4,ANRUJJLGVODXIK-UHFFFAOYSA-O,2,-1.5
"1H-imidazol-5-yl(1,3-thiazolidin-3-yl)methanone",1,1,C7H9N3OS,11229166,188,183.23,12,,74.3,SAWANOHWQGAOEG-UHFFFAOYSA-N,3,0
"6-sulfanylidene-3,7-dihydropurine-2-thiolate",0,2,C5H3N4S2-,7157346,227,183.234,11,"6-sulfanylidene-3,7-dihydropurine-2-thiolate",86.2,VQPMXSMUUILNFZ-UHFFFAOYSA-M,3,1.1
"1H-imidazole;4-methyl-1H-1,2,4-triazole-5-thione",0,2,C6H9N5S,87361567,147,183.234,12,SCHEMBL2256517,88.4,OSBXJIMACPRPCY-UHFFFAOYSA-N,3,
"6-methylsulfanyl-6,7-dihydro-3H-purin-2-amine",1,3,C6H9N5S,15839321,206,183.234,12,,104,ASWQXFMULUVZPD-UHFFFAOYSA-N,3,0
2-[3-(1H-imidazol-5-yl)propoxy]propan-1-amine,6,2,C9H17N3O,68004185,132,183.25,13,SCHEMBL9999598,63.9,ATJOSWLZFYDLNH-UHFFFAOYSA-N,3,0
1-[3-(1H-imidazol-5-yl)propoxy]propan-2-amine,6,2,C9H17N3O,68004193,132,183.25,13,SCHEMBL9999612,63.9,WBBJDLPNVIVQGU-UHFFFAOYSA-N,3,0
2-amino-1-(1H-imidazol-5-yl)-4-methylpentan-1-ol,4,3,C9H17N3O,82407030,152,183.25,13,AKOS022704911,74.9,HIGMKKSGINAMGR-UHFFFAOYSA-N,3,0
1-(5-methyl-1H-imidazol-4-yl)-N-[(2-methylpropan-2-yl)oxy]methanamine,4,2,C9H17N3O,82720806,155,183.25,13,AKOS021038796,49.9,OZLXENUUFYGZBZ-UHFFFAOYSA-N,3,0
1-(5-methyl-1H-imidazol-4-yl)-N-(2-methylpropoxy)methanamine,5,2,C9H17N3O,82709308,141,183.25,13,AKOS021027090,49.9,BXXJNWSXNCHGRN-UHFFFAOYSA-N,3,0.001
3-[(5-methyl-1H-imidazol-4-yl)methylamino]butan-1-ol,5,3,C9H17N3O,83177136,143,183.25,13,AKOS021498920,60.9,ULPOBUCRFQXKOT-UHFFFAOYSA-N,3,0
4-(1H-imidazol-5-ylmethylamino)-3-methylbutan-1-ol,6,3,C9H17N3O,66092019,132,183.25,13,AKOS015434800,60.9,NVVXRHCDIOBADT-UHFFFAOYSA-N,3,0
N-(1H-imidazol-5-ylmethyl)-1-methoxybutan-2-amine,6,2,C9H17N3O,64410656,132,183.25,13,AKOS013733520,49.9,DTPGNQZSHFNJDD-UHFFFAOYSA-N,3,0
2-[(5-methyl-1H-imidazol-4-yl)methylamino]butan-1-ol,5,3,C9H17N3O,62748504,143,183.25,13,AKOS012041996,60.9,FIEFVPHXDCLUKG-UHFFFAOYSA-N,3,0
2-methyl-2-[(5-methyl-1H-imidazol-4-yl)methylamino]propan-1-ol,4,3,C9H17N3O,62748505,161,183.25,13,ZINC54794353,60.9,FFZWGWDNYHNETE-UHFFFAOYSA-N,3,0
3-methoxy-N-[(5-methyl-1H-imidazol-4-yl)methyl]propan-1-amine,6,2,C9H17N3O,62748322,132,183.25,13,AKOS012041808,49.9,FOWTWKZQDIIHIW-UHFFFAOYSA-N,3,0
2-ethoxy-N-[(5-methyl-1H-imidazol-4-yl)methyl]ethanamine,6,2,C9H17N3O,62748706,132,183.25,13,AKOS012042202,49.9,XJNIKTMUQCFDON-UHFFFAOYSA-N,3,0
1-methoxy-N-[(5-methyl-1H-imidazol-4-yl)methyl]propan-2-amine,5,2,C9H17N3O,62747256,143,183.25,13,AKOS012040703,49.9,UFPXSBJXYSCFFN-UHFFFAOYSA-N,3,0
3-ethoxy-N-(1H-imidazol-5-ylmethyl)propan-1-amine,7,2,C9H17N3O,62761729,121,183.25,13,AKOS012055359,49.9,AOYACTUDBNZVHD-UHFFFAOYSA-N,3,0
4-(1H-imidazol-5-ylmethylamino)pentan-1-ol,6,3,C9H17N3O,80299888,132,183.25,13,AKOS018862467,60.9,QHELVSXHMGVABJ-UHFFFAOYSA-N,3,0
"3-(1H-imidazol-5-ylmethylamino)-2,2-dimethylpropan-1-ol",5,3,C9H17N3O,81412067,150,183.25,13,AKOS019989766,60.9,DWPODVIYCXJPBR-UHFFFAOYSA-N,3,0
N-(1H-imidazol-5-ylmethyl)-4-methoxybutan-2-amine,6,2,C9H17N3O,63001736,132,183.25,13,AKOS012300371,49.9,RDUFZRSNUKKMLP-UHFFFAOYSA-N,3,0
3-(1H-imidazol-5-ylmethylamino)-2-methylbutan-2-ol,4,3,C9H17N3O,64283800,161,183.25,13,AKOS013605437,60.9,NROOAVFHWMIMHY-UHFFFAOYSA-N,3,0
N-(1H-imidazol-5-ylmethyl)-3-methoxy-2-methylpropan-1-amine,6,2,C9H17N3O,62763746,132,183.25,13,AKOS012057448,49.9,VYRHTUUUTVZMRF-UHFFFAOYSA-N,3,0
N-(1H-imidazol-5-ylmethyl)-4-methoxybutan-1-amine,7,2,C9H17N3O,62762848,121,183.25,13,AKOS012056515,49.9,GXOJLRAISQWSDB-UHFFFAOYSA-N,3,0
1-ethoxy-N-(1H-imidazol-5-ylmethyl)propan-2-amine,6,2,C9H17N3O,62763021,132,183.25,13,AKOS012056695,49.9,DWMHFQGNUWCJNQ-UHFFFAOYSA-N,3,0
2-(1H-imidazol-5-ylmethylamino)-2-methylbutan-1-ol,5,3,C9H17N3O,64549128,154,183.25,13,AKOS013874210,60.9,WNYHZQLARANDDI-UHFFFAOYSA-N,3,0
1-(1H-imidazol-5-ylmethylamino)-2-methylbutan-2-ol,5,3,C9H17N3O,63932861,154,183.25,13,AKOS013247890,60.9,CCBJDWQGIGZSAO-UHFFFAOYSA-N,3,0
2-methyl-1-[(5-methyl-1H-imidazol-4-yl)methylamino]propan-2-ol,4,3,C9H17N3O,65102733,161,183.25,13,AKOS014435758,60.9,JCSBVDOOGDRGPG-UHFFFAOYSA-N,3,0
2-(1H-imidazol-5-ylmethylamino)-3-methylbutan-1-ol,5,3,C9H17N3O,79254560,141,183.25,13,AKOS017806834,60.9,CIGRNBGBZCPAES-UHFFFAOYSA-N,3,0
(2S)-2-(1H-imidazol-5-ylmethylamino)-3-methylbutan-1-ol,5,3,C9H17N3O,79253993,141,183.25,13,AKOS017806252,60.9,CIGRNBGBZCPAES-SECBINFHSA-N,3,0
4-[(5-methyl-1H-imidazol-4-yl)methylamino]butan-2-ol,5,3,C9H17N3O,64913643,143,183.25,13,AKOS014243529,60.9,JKRYBPQABZISTD-UHFFFAOYSA-N,3,0
N-[2-(1H-imidazol-5-yl)ethyl]-1-methoxypropan-2-amine,6,2,C9H17N3O,65232065,132,183.25,13,AKOS014566454,49.9,WPOZNSNBXPFGHS-UHFFFAOYSA-N,3,0.1
2-methyl-3-[(5-methyl-1H-imidazol-4-yl)methylamino]propan-1-ol,5,3,C9H17N3O,65034322,143,183.25,13,AKOS014366626,60.9,PHXORRBDKLWQPA-UHFFFAOYSA-N,3,0
"2,6-dimethylmorpholine;1H-imidazole",0,2,C9H17N3O,22170372,95,183.25,13,SCHEMBL5929731,49.9,QIUWSNRDPYAUOB-UHFFFAOYSA-N,3,
2-amino-1-(1H-imidazol-5-yl)-4-methylpentan-3-ol,4,3,C9H17N3O,91065352,152,183.25,13,,74.9,VQNBUQXSPXBXRT-UHFFFAOYSA-N,3,0
"N'-(2-aminoethyl)-N'-(1H-imidazol-5-ylmethyl)ethane-1,2-diamine",6,3,C8H17N5,102479667,124,183.254,13,4-[Bis(2-aminoethyl)aminomethyl]-1H-imidazole,84,MNEPKPUMBYBVOB-UHFFFAOYSA-N,4,-0.001
"5-methyl-1H-imidazo[4,5-d][1,3]thiazine-7-thione",0,1,C6H5N3S2,15060396,226,183.254,11,"5-Methylimidazo[4,5-d][1,3]thiazine-7(3H)-thione",98.4,UHKLTIGIMJWPAW-UHFFFAOYSA-N,4,0.001
N-(1H-imidazol-5-ylmethyl)thiolan-3-amine,3,2,C8H13N3S,65680445,142,183.273,12,AKOS015020026,66,FNTLILDDTNKTLW-UHFFFAOYSA-N,3,0
1-amino-4-(5-methyl-1H-imidazol-4-yl)butane-2-thione,4,2,C8H13N3S,88776410,160,183.273,12,SCHEMBL11415391,86.8,GUKMARDOCQRLFY-UHFFFAOYSA-N,3,0
4-amino-1-(5-methyl-1H-imidazol-4-yl)butane-1-thione,4,2,C8H13N3S,88826955,160,183.273,12,,86.8,XJYXJXOIFVSVLZ-UHFFFAOYSA-N,3,0
4-(1H-imidazol-5-ylsulfanyl)piperidine,2,2,C8H13N3S,57192972,136,183.273,12,,66,HXDYOFZLBUQKPO-UHFFFAOYSA-N,3,0.001
1H-benzimidazole;zinc,0,1,C7H6N2Zn,67369369,103,183.515,10,zinc benzimidazole,28.7,IPLQBXKYVKVYHY-UHFFFAOYSA-N,1,
"4-chloro-6-methoxy-1H-imidazo[4,5-c]pyridine",1,1,C7H6ClN3O,102142219,169,183.595,12,"4-Chloro-6-methoxy-1H-imidazo[4,5-c]pyridine",50.8,JOFQGDHBXRHBIO-UHFFFAOYSA-N,3,0.001
"(6-chloro-1H-imidazo[4,5-c]pyridin-4-yl)methanol",1,2,C7H6ClN3O,76848045,169,183.595,12,ZINC89203084,61.8,FWOUBTZZIRLBPW-UHFFFAOYSA-N,3,0
"(4-chloro-1H-imidazo[4,5-c]pyridin-6-yl)methanol",1,2,C7H6ClN3O,76848059,169,183.595,12,ZINC89203115,61.8,ZZYMBJZVRWPVQL-UHFFFAOYSA-N,3,0
2-chloro-N-methyl-7H-purin-6-amine,1,2,C6H6ClN5,4584789,166,183.598,12,2-Chloro-6(methylamino)purine,66.5,RIAVUEFUPHOGJY-UHFFFAOYSA-N,4,1.1
"(5-chloro-1H-imidazo[4,5-b]pyridin-7-yl)hydrazine",1,3,C6H6ClN5,55279872,166,183.598,12,AKOS006334727,79.6,FDXJEYPWYYCBTL-UHFFFAOYSA-N,4,0
6-chloro-N-methyl-7H-purin-2-amine,1,2,C6H6ClN5,58774195,166,183.598,12,SCHEMBL14110227,66.5,IFUGGTKOIQFKMC-UHFFFAOYSA-N,4,1.1
(2-chloro-7H-purin-6-yl)methanamine,1,2,C6H6ClN5,87611640,166,183.598,12,SCHEMBL4024446,80.5,QHMYFHUZWRAVRC-UHFFFAOYSA-N,4,0
1H-imidazole-5-sulfonamide;hydrochloride,1,3,C3H6ClN3O2S,66869016,182,183.616,10,SCHEMBL989944,97.2,BKDOBQJZTHNAHJ-UHFFFAOYSA-N,4,
3H-benzimidazol-5-ylmethanamine;hydrochloride,1,3,C8H10ClN3,11593547,137,183.638,12,(1H-Benzo[d]imidazol-5-yl)methanamine hydrochloride,54.7,RKFITBVNDVXCSN-UHFFFAOYSA-N,2,
1H-benzimidazol-4-ylmethanamine;hydrochloride,1,3,C8H10ClN3,71627127,137,183.638,12,(1H-Benzo[d]imidazol-4-yl)methanamine hydrochloride,54.7,ZPQMBEFIWCORAE-UHFFFAOYSA-N,2,
1H-imidazole;pyridine;hydrochloride,0,2,C8H10ClN3,66994146,59,183.638,12,SCHEMBL1327908,41.6,DCVZMZDPKNWTKX-UHFFFAOYSA-N,2,
1H-imidazole-5-carboxylate;dihydrochloride,0,3,C4H5Cl2N2O2-,60206327,98.7,184,10,,68.8,HYYWHQKQZFDIBO-UHFFFAOYSA-M,3,
[6-(1H-imidazol-5-ylmethylamino)pyridin-2-yl]boron,3,2,C9H9BN4,88578708,178,184.005,14,SCHEMBL10228056,53.6,LZEIEBBDHUVTRL-UHFFFAOYSA-N,3,
1H-imidazole-5-carboxamide;dihydrochloride,1,4,C4H7Cl2N3O,21703850,104,184.023,10,SCHEMBL1049688,71.8,ZNKFISYNXDMRQZ-UHFFFAOYSA-N,2,
5-ethyl-1H-imidazole;yttrium,1,1,C5H7N2Y-,59915457,58.4,184.028,8,,28.7,WWVBIYVZVSVHBV-UHFFFAOYSA-N,2,
5-ethyl-1H-imidazole;yttrium,1,1,C5H7N2Y-,59964623,58.4,184.028,8,,28.7,BRKKBSKYHINTQW-UHFFFAOYSA-N,2,
5-ethyl-1H-imidazole;yttrium(3+),1,1,C5H7N2Y+2,20675599,58.4,184.028,8,,28.7,CFQVXUQVCKBDNJ-UHFFFAOYSA-N,2,
2-(1H-imidazol-5-yl)ethanamine;dihydrochloride,2,4,C5H11Cl2N3,5818,64.7,184.066,10,Histamine dihydrochloride,54.7,PPZMYIBUHIPZOS-UHFFFAOYSA-N,2,
hydron;2-(1H-imidazol-5-yl)ethanamine;dichloride,2,4,C5H11Cl2N3,57504843,64.7,184.066,10,HE019618,54.7,PPZMYIBUHIPZOS-UHFFFAOYSA-N,4,
1-(1H-imidazol-5-yl)ethanamine;dihydrochloride,1,4,C5H11Cl2N3,69175752,74.1,184.066,10,SCHEMBL4754874,54.7,HRTLCOMHKUZVMQ-UHFFFAOYSA-N,2,
(5-methyl-1H-imidazol-4-yl)methanamine;dihydrochloride,1,4,C5H11Cl2N3,20393968,74.1,184.066,10,(5-methyl-1H-imidazol-4-yl)methanamine dihydrochloride,54.7,QKILLMJKKDPCIJ-UHFFFAOYSA-N,2,
N'-[(4-nitro-1H-imidazol-5-yl)amino]-N-oxomethanimidamide,2,2,C4H4N6O3,56688120,224,184.112,13,MolPort-019-735-776,128,KGSFQTMMBLIREF-FARCUNLSSA-N,6,0
"1-(fluoromethyl)-3,7-dihydropurine-2,6-dione",1,2,C6H5FN4O2,69471935,259,184.127,13,SCHEMBL5515444,78.1,SIJGWZUXAWQQGS-UHFFFAOYSA-N,4,0.2
"3-(fluoromethyl)-7H-purine-2,6-dione",1,2,C6H5FN4O2,18457320,259,184.127,13,SCHEMBL5515323,78.1,QSNBDLYYVBZCKI-UHFFFAOYSA-N,4,0
5-(trifluoromethylsulfinyl)-1H-imidazole,1,1,C4H3F3N2OS,91142473,171,184.139,11,,65,WSBNQGFYDDHUCS-UHFFFAOYSA-N,6,0
6-(difluoromethoxy)-1H-benzimidazole,2,1,C8H6F2N2O,19758954,180,184.142,13,SCHEMBL9446008,37.9,PZEMYXZVTXEZOH-UHFFFAOYSA-N,4,2.7
"(5,7-difluoro-3H-benzimidazol-4-yl)methanol",1,2,C8H6F2N2O,91324215,193,184.142,13,,48.9,ONUVBQRKSWTSBZ-UHFFFAOYSA-N,4,0
1-(difluoromethyl)-4-(1H-imidazol-5-yl)pyrazole,2,1,C7H6F2N4,67500183,178,184.146,13,,46.5,DLUUPNVHYBBXQC-UHFFFAOYSA-N,4,0
5-ethoxycarbonyl-1H-imidazole-4-carboxylic acid,4,2,C7H8N2O4,649109,219,184.149,13,"1H-Imidazole-4,5-dicarboxylic acid 4-ethyl ester",92.3,MHQKPUKRHPFJAB-UHFFFAOYSA-N,5,0
"dimethyl 1H-imidazole-4,5-dicarboxylate",4,1,C7H8N2O4,76810,219,184.149,13,3304-70-9,81.3,CUIWFAXEALIQJS-UHFFFAOYSA-N,5,0
methyl 4-(1H-imidazol-5-yl)dioxetane-3-carboxylate,3,1,C7H8N2O4,101416838,211,184.149,13,"4-(5-Imidazolyl)-1,2-dioxetane-3-carboxylic acid methyl ester",73.4,GADTWDBJPSSYPN-UHFFFAOYSA-N,5,0
2-[4-(carboxymethyl)-1H-imidazol-5-yl]acetic acid,4,3,C7H8N2O4,67289124,219,184.149,13,SCHEMBL2133090,103,ZLZXCNDKYLPYTK-UHFFFAOYSA-N,5,0
(Z)-but-2-enedioic acid;1H-imidazole,2,3,C7H8N2O4,66838153,147,184.149,13,SCHEMBL905571,103,MJFDDDOJCGPDNW-ODZAUARKSA-N,5,
2-[2-(1H-imidazol-5-yl)acetyl]oxyacetic acid,5,2,C7H8N2O4,68116609,207,184.149,13,SCHEMBL10348009,92.3,RWFIUEIRPMKNJM-UHFFFAOYSA-N,5,0
2-(1H-imidazol-5-ylmethyl)propanedioic acid,4,3,C7H8N2O4,19104900,205,184.149,13,SCHEMBL7433498,103,JWZKNUCDSPLIQS-UHFFFAOYSA-N,5,0
ethoxycarbonyl 1H-imidazole-5-carboxylate,5,1,C7H8N2O4,88338330,207,184.149,13,SCHEMBL8646072,81.3,WGRRNVROZYSTMG-UHFFFAOYSA-N,5,0
(E)-but-2-enedioic acid;1H-imidazole,2,3,C7H8N2O4,21903971,147,184.149,13,SCHEMBL1339746,103,MJFDDDOJCGPDNW-TYYBGVCCSA-N,5,
N-ethyl-4-nitro-1H-imidazole-5-carboxamide,2,2,C6H8N4O3,347373,214,184.152,13,NSC406025,104,XZTGILDRMSNFQF-UHFFFAOYSA-N,4,0.2
ethyl 4-(2-oxohydrazinyl)-1H-imidazole-5-carboxylate,4,2,C6H8N4O3,100931675,198,184.152,13,5-(Nitrosoamino)-1H-imidazole-4-carboxylic acid ethyl ester,96.4,IMUDORVRFHGHCC-UHFFFAOYSA-N,6,
(2S)-3-(1H-imidazol-5-yl)-2-(2-oxohydrazinyl)propanoic acid,4,3,C6H8N4O3,9812951,198,184.152,13,,107,RYCAUWLGXDWLKL-YFKPBYRVSA-N,6,0
nitroso (2S)-2-amino-3-(1H-imidazol-5-yl)propanoate,4,2,C6H8N4O3,87399631,198,184.152,13,SCHEMBL2514253,110,DMKBYARIMOGPOF-YFKPBYRVSA-N,6,0
methyl N-(5-carbamoyl-1H-imidazol-4-yl)carbamate,3,3,C6H8N4O3,12767982,220,184.152,13,"Carbamic acid, [5-(aminocarbonyl)-1H-imidazol-4-yl]-, methyl ester",110,ADENVFCWUHPZOS-UHFFFAOYSA-N,4,0
2-[(4-amino-1H-imidazole-5-carbonyl)amino]acetic acid,3,4,C6H8N4O3,14776712,220,184.152,13,,121,WXDQEFZGJJTIBD-UHFFFAOYSA-N,5,0
"1H-imidazole-4,5-dicarbohydrazide",2,5,C5H8N6O2,72687,219,184.156,13,"1H-imidazole-4,5-dicarbohydrazide",139,MBKVDEBREBZMCM-UHFFFAOYSA-N,5,-0.002
4-(2-carbamoylhydrazinyl)-1H-imidazole-5-carboxamide,3,5,C5H8N6O2,13196104,219,184.156,13,"1H-Imidazole-4-carboxamide, 5-[2-(aminocarbonyl)hydrazino]-",139,ZDSZOOXYJYZPRG-UHFFFAOYSA-N,4,0
"2-(1,7-dihydropurin-6-ylidene)propanedinitrile",0,2,C8H4N6,13486101,384,184.157,14,"Propanedinitrile, (1,7-dihydro-6H-purin-6-ylidene)-",101,MWGISGUIIBHUBZ-UHFFFAOYSA-N,4,0
bis(ethenoxy)-oxoazanium;1H-imidazole,4,1,C7H10N3O3+,70406580,126,184.172,13,SCHEMBL10622503,67.2,MRPVYFQBYRKXIV-UHFFFAOYSA-N,4,
7H-purine-2-sulfinic acid,1,2,C5H4N4O2S,67247035,202,184.175,12,,111,SZKCTABMUJCQPY-UHFFFAOYSA-N,6,0
purine-3-sulfinic acid,1,1,C5H4N4O2S,67245370,202,184.175,12,,100,GWNTUTLSZMNJOM-UHFFFAOYSA-N,6,0
7H-purine-6-sulfinic acid,1,2,C5H4N4O2S,5945156,202,184.175,12,1H-Purine-6-sulfinic acid,111,HHXQKAMEEHJDMV-UHFFFAOYSA-N,6,-0.2
purine-1-sulfinic acid,1,1,C5H4N4O2S,21144545,202,184.175,12,,100,JARDNFVVHBBWGR-UHFFFAOYSA-N,6,0
"8-deuterio-3-methyl-1-(trideuteriomethyl)-7H-purine-2,6-dione",0,1,C7H8N4O2,45280545,267,184.188,13,,69.3,ZFXYFBGIUFBOJW-ZUFBVOMKSA-N,3,0
"7-deuterio-1-methyl-3-(trideuteriomethyl)purine-2,6-dione",0,1,C7H8N4O2,45280653,267,184.188,13,,69.3,ZFXYFBGIUFBOJW-GUEYOVJQSA-N,3,0
"1-(deuteriomethyl)-3-(trideuteriomethyl)-7H-purine-2,6-dione",0,1,C7H8N4O2,45280654,267,184.188,13,,69.3,ZFXYFBGIUFBOJW-MZCSYVLQSA-N,3,0
"7,8-dideuterio-1,3-bis(deuteriomethyl)purine-2,6-dione",0,1,C7H8N4O2,45280707,267,184.188,13,,69.3,ZFXYFBGIUFBOJW-MSWVZFBTSA-N,3,0
"8-deuterio-1-(deuteriomethyl)-3-(dideuteriomethyl)-7H-purine-2,6-dione",0,1,C7H8N4O2,45280601,267,184.188,13,,69.3,ZFXYFBGIUFBOJW-YODZYWACSA-N,3,0
"1,3-bis(dideuteriomethyl)-7H-purine-2,6-dione",0,1,C7H8N4O2,45280603,267,184.188,13,,69.3,ZFXYFBGIUFBOJW-LNLMKGTHSA-N,3,0
"8-deuterio-1-methyl-3-(trideuteriomethyl)-7H-purine-2,6-dione",0,1,C7H8N4O2,45280708,267,184.188,13,,69.3,ZFXYFBGIUFBOJW-VYMTUXDUSA-N,3,0
"2-methylsulfanyl-3,7-dihydropurin-6-one",1,2,C6H6N4OS,10702625,242,184.189,12,,95.4,OTLARBCFYJPBDK-OJJJIBSVSA-N,3,0.6
ethyl 4-ethoxy-1H-imidazole-5-carboxylate,5,1,C8H12N2O3,574812,175,184.192,13,ethyl 4-ethoxy-1H-imidazole-5-carboxylate,64.2,VYJAVRBBFLMXEF-UHFFFAOYSA-N,4,0.001
4-[(2-methylpropan-2-yl)oxy]-1H-imidazole-5-carboxylic acid,3,2,C8H12N2O3,84048908,200,184.192,13,AKOS023809225,75.2,NMRCLWWQDVAMNZ-UHFFFAOYSA-N,4,0.001
"1,3-dihydroxy-5-(1H-imidazol-5-yl)pentan-2-one",5,3,C8H12N2O3,66908757,175,184.192,13,SCHEMBL1109999,86.2,BCDPTGTYNHDYBX-UHFFFAOYSA-N,4,0
"(2R,3S,5R)-2-(hydroxymethyl)-5-(1H-imidazol-5-yl)oxolan-3-ol",2,3,C8H12N2O3,9989923,179,184.192,13,5-(2-Deoxy-beta-D-erythro-pentofuranosyl)-1H-imidazole,78.4,MHFOBPXRLAZZSK-XLPZGREQSA-N,4,0
ethyl 2-hydroxy-2-(5-methyl-1H-imidazol-4-yl)acetate,4,2,C8H12N2O3,10867830,186,184.192,13,,75.2,BCPCGJRFZVZKQB-UHFFFAOYSA-N,4,0
butyl 1H-imidazol-5-yl carbonate,6,1,C8H12N2O3,70068507,164,184.192,13,SCHEMBL7368064,64.2,VTXDFADESRKUSJ-UHFFFAOYSA-N,4,0.001
3-hydroxy-1-(4-hydroxy-1H-imidazol-5-yl)pentan-2-one,4,3,C8H12N2O3,90867016,186,184.192,13,,86.2,UHHMSGQRKXOQIJ-UHFFFAOYSA-N,4,0
2-[2-(5-methyl-1H-imidazol-4-yl)ethoxy]acetic acid,5,2,C8H12N2O3,19766364,175,184.192,13,,75.2,RXNIRJGDWFOSRS-UHFFFAOYSA-N,4,0
2-[3-(1H-imidazol-5-yl)propoxy]acetic acid,6,2,C8H12N2O3,19766311,164,184.192,13,,75.2,KJEKJZADOCVZEV-UHFFFAOYSA-N,4,0
"1,2-dihydroxy-5-(1H-imidazol-5-yl)pentan-3-one",5,3,C8H12N2O3,91011119,175,184.192,13,,86.2,XHSPRHAEENZSLT-UHFFFAOYSA-N,4,-0.001
2-fluoro-6-methylsulfanyl-7H-purine,1,1,C6H5FN4S,4610107,170,184.194,12,2-fluoro-6-methylsulfanyl-7H-purine,79.8,ZWTOUWDBQXZJIT-UHFFFAOYSA-N,5,1.1
3H-benzo[e]benzimidazol-7-ol,0,2,C11H8N2O,247486,221,184.194,14,"3h-naphtho[1,2-d]imidazol-7-ol",48.9,JXLYPMVAAWZRRJ-UHFFFAOYSA-N,2,0.002
3H-benzo[e]benzimidazol-8-ol,0,2,C11H8N2O,98760,221,184.194,14,"3h-naphtho[1,2-d]imidazol-8-ol",48.9,RPDZLMLGUVJIQG-UHFFFAOYSA-N,2,0.002
5-(1-benzofuran-6-yl)-1H-imidazole,1,1,C11H8N2O,67417085,210,184.194,14,SCHEMBL2461219,41.8,SGJNIBLGGFCVNS-UHFFFAOYSA-N,2,0.002
5-(1-benzofuran-5-yl)-1H-imidazole,1,1,C11H8N2O,67417392,210,184.194,14,SCHEMBL2462078,41.8,SXIMJQBUTJPHKX-UHFFFAOYSA-N,2,0.002
6-(furan-2-yl)-1H-benzimidazole,1,1,C11H8N2O,59279199,210,184.194,14,SCHEMBL2457603,41.8,NRAFTWXNQHVUKB-UHFFFAOYSA-N,2,0.002
4-(furan-3-yl)-1H-benzimidazole,1,1,C11H8N2O,59279236,210,184.194,14,,41.8,PPHNSNHPRPGMRB-UHFFFAOYSA-N,2,0.002
6-(furan-3-yl)-1H-benzimidazole,1,1,C11H8N2O,59279169,210,184.194,14,SCHEMBL2457128,41.8,VVILMAIHEAYWTO-UHFFFAOYSA-N,2,0.002
5-cyclopenta[b]pyran-6-yl-1H-imidazole,1,1,C11H8N2O,70402786,210,184.194,14,SCHEMBL10607223,41.8,NZHKLUKBPZNBFU-UHFFFAOYSA-N,2,0.001
3H-benzo[e]benzimidazol-9-ol,0,2,C11H8N2O,45078509,221,184.194,14,28825-08-3,48.9,FGQLXZOJXULNEK-UHFFFAOYSA-N,2,0.002
4-(furan-2-yl)-1H-benzimidazole,1,1,C11H8N2O,54174476,210,184.194,14,,41.8,VBZZEOKIMJENAN-UHFFFAOYSA-N,2,0.002
5-(1-benzofuran-2-yl)-1H-imidazole,1,1,C11H8N2O,13649397,210,184.194,14,SCHEMBL12676853,41.8,RBDPHKAUPLWKPU-UHFFFAOYSA-N,2,0.002
(2S)-2-amino-N-hydroxy-3-(1H-imidazol-5-yl)-N-methylpropanamide,3,3,C7H12N4O2,102258811,187,184.195,13,N-Hydroxy-N-methylhistidinamide,95.2,NFYSJSPVWXFHRS-LURJTMIESA-N,4,-0.001
"1,3-dimethyl-6,7-dihydro-2H-purine-2,6-diol",0,3,C7H12N4O2,66879445,203,184.195,13,SCHEMBL1022559,75.6,UYZACDNSKPKXBX-UHFFFAOYSA-N,5,0
